Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.20.133-209.85.202.132-56774-443-6,192.168.20.133,56774,209.85.202.132,443,6,28/03/2025 08:25:50 AM,336368,12,7,199.0,126.0,42.0,0.0,16.583333333333332,20.70774265970596,42.0,0.0,18.0,22.44994432064365,966.2036816819674,56.4857536983304,18687.11111111111,51880.86334476994,221441.0,12.0,336368.0,30578.90909090909,65510.18078505745,221441.0,12.0,328824.0,54804.0,103937.06226943304,266371.0,89.0,0,0,0,0,260,144,35.67521286210341,20.810540836226988,0.0,42.0,16.25,20.555124857191622,422.5131578947368,1,2,0,8,18,0,0,0,0.0,17.105263157894736,16.583333333333332,18.0,0,0,0,0,8,1041,0,10,0,6,29200,64240,5,20,0,0,0,0,1.743150350879863E15,113448.57170942468,1.743150351115024E15,1.743150350778818E15,No Label
192.168.20.133-209.85.202.132-56772-443-6,192.168.20.133,56772,209.85.202.132,443,6,28/03/2025 08:25:50 AM,336646,12,6,199.0,126.0,42.0,0.0,16.583333333333332,20.70774265970596,42.0,0.0,21.0,23.004347415216976,965.4057971875501,53.46862876731047,19802.70588235294,62653.873504322044,261215.0,11.0,336646.0,30604.181818181816,78449.76574957784,265427.0,11.0,67339.0,13467.8,10519.318190833472,21789.0,56.0,0,0,0,0,260,124,35.645752511540316,17.822876255770158,0.0,42.0,17.105263157894736,20.74955083005709,430.54385964912285,1,2,0,8,17,0,0,0,0.0,18.055555555555557,16.583333333333332,21.0,0,0,0,0,8,1042,0,11,0,7,29200,64240,5,20,0,0,0,0,1.7431503508807418E15,122172.10233544337,1.743150351115167E15,1.743150350778843E15,No Label
192.168.20.133-209.85.202.132-56776-443-6,192.168.20.133,56776,209.85.202.132,443,6,28/03/2025 08:25:50 AM,336483,13,9,199.0,210.0,42.0,0.0,15.30769230769231,20.352660003812012,42.0,0.0,23.333333333333332,22.135943621178654,1215.5146025207812,65.38220355857503,16022.999999999998,48832.53873085035,222210.0,11.0,336483.0,28040.249999999996,63798.17516929319,222210.0,11.0,328688.0,41086.0,95907.11644830415,277833.0,245.0,0,0,0,0,280,184,38.6349384664307,26.747265092144332,0.0,42.0,17.782608695652172,20.850019668050745,434.7233201581029,1,2,0,10,21,0,0,0,0.0,18.59090909090909,15.307692307692308,23.333333333333332,0,0,0,0,10,1309,0,9,0,9,29200,64240,5,20,0,0,0,0,1.7431503508688335E15,105264.90652551629,1.74315035111519E15,1.743150350778902E15,No Label
209.85.202.132-192.168.20.133-443-56772-6,209.85.202.132,443,192.168.20.133,56772,6,28/03/2025 08:25:51 AM,100,6,1,38.0,0.0,38.0,0.0,6.333333333333333,15.513435037626795,0.0,0.0,0.0,0.0,380000.0,70000.0,16.666666666666664,13.662601021279466,38.0,8.0,100.0,20.0,13.490737563232042,38.0,8.0,0,0,0,0,0,0,0,0,0,120,20,60000.0,10000.0,0.0,38.0,4.749999999999999,13.435028842544401,180.49999999999997,1,0,1,2,6,0,0,0,0.0,5.428571428571429,6.333333333333333,0.0,0,0,0,0,0,0,0,5,0,0,64240,0,1,20,0,0,0,0,1.743150351115315E15,28.602672029414006,1.743150351115347E15,1.743150351115279E15,No Label
192.168.20.133-74.125.193.94-43072-443-6,192.168.20.133,43072,74.125.193.94,443,6,28/03/2025 08:25:51 AM,281,9,3,168.0,42.0,42.0,0.0,18.666666666666668,22.135943621178654,42.0,0.0,14.0,24.24871130596428,747330.9608540925,42704.62633451957,25.545454545454543,22.366777310840455,87.0,9.0,281.0,35.125,25.227182052019096,87.0,9.0,94.0,47.0,15.556349186104045,58.0,36.0,0,0,0,0,200,64,32028.46975088968,10676.156583629892,0.0,42.0,16.153846153846153,21.267526708757,452.3076923076923,1,2,0,5,11,0,0,0,0.0,17.5,18.666666666666668,14.0,0,0,0,0,5,1019417,0,14,0,3,29200,64240,4,20,0,0,0,0,1.743150351115555E15,67.77055508685726,1.743150351115666E15,1.743150351115452E15,No Label
192.168.20.133-209.85.202.132-56778-443-6,192.168.20.133,56778,209.85.202.132,443,6,28/03/2025 08:25:50 AM,385595,12,6,199.0,126.0,42.0,0.0,16.583333333333332,20.70774265970596,42.0,0.0,21.0,23.004347415216976,842.853252765207,46.681103230073,22682.058823529413,58988.82663847301,245199.0,7.0,385595.0,35054.090909090904,75138.37502695217,256134.0,7.0,71267.0,14253.4,16744.1312644162,40354.0,15.0,0,0,0,0,260,124,31.120735486715333,15.560367743357666,0.0,42.0,17.105263157894736,20.74955083005709,430.54385964912285,1,2,0,8,17,0,0,0,0.0,18.055555555555557,16.583333333333332,21.0,0,0,0,0,8,898,0,11,0,7,29200,64240,5,20,0,0,0,0,1.7431503508913305E15,128584.67682998168,1.743150351164827E15,1.743150350780068E15,No Label
209.85.202.132-192.168.20.133-443-56778-6,209.85.202.132,443,192.168.20.133,56778,6,28/03/2025 08:25:51 AM,480,6,1,38.0,0.0,38.0,0.0,6.333333333333333,15.513435037626795,0.0,0.0,0.0,0.0,79166.66666666667,14583.333333333332,80.0,38.48116422355228,141.0,38.0,480.0,96.0,29.68164415931166,141.0,63.0,0,0,0,0,0,0,0,0,0,120,20,12500.0,2083.3333333333335,0.0,38.0,4.749999999999999,13.435028842544401,180.49999999999997,1,0,1,2,6,0,0,0,0.0,5.428571428571429,6.333333333333333,0.0,0,0,0,0,0,0,0,5,0,0,64240,0,1,20,0,0,0,0,1.7431503511753138E15,117.65126935377943,1.743150351175438E15,1.743150351175166E15,No Label
192.168.20.133-209.85.202.132-56780-443-6,192.168.20.133,56780,209.85.202.132,443,6,28/03/2025 08:25:50 AM,411114,11,6,168.0,168.0,42.0,0.0,15.272727272727273,21.19004912259955,42.0,0.0,28.0,21.688706738761535,817.2915541674572,41.35106077632968,25694.625000000007,81643.02662842676,328700.0,7.0,411114.0,41111.399999999994,102133.32670604854,329057.0,109.0,370951.0,74190.2,143367.18630216608,328700.0,224.0,0,0,0,0,240,124,26.756568737625088,14.594492038704594,0.0,42.0,18.666666666666668,21.475019687726373,461.1764705882353,1,2,0,8,16,0,0,0,0.0,19.764705882352942,15.272727272727273,28.0,0,0,0,0,8,971,0,9,0,9,29200,64240,4,20,0,0,0,0,1.7431503510991548E15,169128.2269727089,1.743150351214717E15,1.74315035080391E15,No Label
209.85.202.132-192.168.20.133-443-56780-6,209.85.202.132,443,192.168.20.133,56780,6,28/03/2025 08:25:51 AM,252,6,1,42.0,0.0,42.0,0.0,7.0,17.146428199482248,0.0,0.0,0.0,0.0,166666.66666666666,27777.777777777777,42.0,22.94340863951998,71.0,19.0,252.0,50.4,18.1190507477627,71.0,26.0,0,0,0,0,0,0,0,0,0,120,20,23809.52380952381,3968.253968253968,0.0,42.0,5.25,14.849242404917497,220.5,1,0,1,2,6,0,0,0,0.0,6.0,7.0,0.0,0,0,0,0,0,0,0,6,0,0,64240,0,1,20,0,0,0,0,1.7431503512152345E15,63.94528911499267,1.743150351215308E15,1.743150351215152E15,No Label
192.168.20.133-74.125.193.99-58594-443-6,192.168.20.133,58594,74.125.193.99,443,6,28/03/2025 08:25:53 AM,158339,10,6,199.0,42.0,42.0,0.0,19.9,21.231266252078953,42.0,0.0,7.0,17.146428199482248,1522.0507897612085,101.04901508788106,10555.933333333332,18876.679911871102,69773.0,16.0,158339.0,17593.22222222222,25366.79808715409,69773.0,16.0,152445.0,30489.0,40354.417230335515,98442.0,23.0,0,0,0,0,220,124,63.15563442992566,37.8933806579554,0.0,42.0,14.176470588235297,19.944408032446237,397.7794117647059,1,2,0,6,15,0,0,0,0.0,15.0625,19.9,7.0,0,0,0,0,6,1805,0,12,0,2,29200,64240,5,20,0,0,0,0,1.7431503540343542E15,58289.43830270662,1.743150354116826E15,1.743150353958839E15,No Label
192.168.20.133-74.125.193.94-52836-80-6,192.168.20.133,52836,74.125.193.94,80,6,28/03/2025 08:25:50 AM,5263345,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7599729829604557,1754448.3333333333,3017330.0758439293,5238533.0,310.0,5263345.0,2631672.5,3686657.474314708,5238533.0,24812.0,0,0,0,0,0,0,0,0,0,80,24,0.5699797372203418,0.18999324574011392,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,64240,0,20,0,0,0,0,8.715751780539135E14,1.2325934300236235E15,1.743150350869604E15,5238223.0,No Label
74.125.193.94-192.168.20.133-80-52836-6,74.125.193.94,80,192.168.20.133,52836,6,28/03/2025 08:25:56 AM,10431,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,191.73617102866456,10431.0,0.0,10431.0,10431.0,10431.0,10431.0,0.0,10431.0,10431.0,0,0,0,0,0,0,0,0,0,40,0,191.73617102866456,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-74.125.193.157-34056-443-6,192.168.20.133,34056,74.125.193.157,443,6,28/03/2025 08:25:59 AM,95586,9,6,157.0,80.0,42.0,0.0,17.444444444444443,20.958954596491157,42.0,0.0,13.333333333333334,20.694604771936735,2479.4425961960956,156.9267465946896,6827.5714285714275,18511.96946557836,70011.0,10.0,95586.0,11948.249999999998,23924.72805488079,70011.0,79.0,92842.0,18568.4,29250.466488587837,70115.0,181.0,0,0,0,0,200,124,94.15604795681375,62.77069863787584,0.0,42.0,14.812500000000002,19.917224538909366,396.6958333333334,1,2,0,6,14,0,0,0,0.0,15.8,17.444444444444443,13.333333333333334,0,0,0,0,6,10279,0,10,0,5,29200,64240,4,20,0,0,0,0,1.743150359155334E15,32829.764897754925,1.743150359181361E15,1.743150359085996E15,No Label
74.125.193.157-192.168.20.133-443-34056-6,74.125.193.157,443,192.168.20.133,34056,6,28/03/2025 08:25:59 AM,1008,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,2976.190476190476,504.0,646.2955980045044,961.0,47.0,1008.0,504.0,646.2955980045044,961.0,47.0,0,0,0,0,0,0,0,0,0,60,0,2976.190476190476,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-173.194.129.230-51834-443-6,192.168.20.133,51834,173.194.129.230,443,6,28/03/2025 08:25:58 AM,5746303,8,4,115.0,42.0,42.0,0.0,14.374999999999998,20.127717207870344,42.0,0.0,10.5,21.0,27.321914629284255,2.0882992073338285,522391.1818181819,1696298.2360403973,5636668.0,7.0,5746303.0,820900.4285714286,2123669.8007344,5636668.0,130.0,47261.0,15753.666666666668,10520.839431021335,26479.0,5450.0,0,0,0,0,180,84,1.3921994715558856,0.6960997357779428,0.0,42.0,12.076923076923078,19.054577483558198,363.0769230769231,1,2,0,4,11,0,0,0,0.0,13.083333333333334,14.375,10.5,0,0,0,0,0,0,0,9,0,3,29200,64240,3,20,0,0,0,0,1.7431503591086638E15,1886007.808111265,1.743150364137293E15,1.743150358448164E15,No Label
192.168.20.133-173.194.129.230-51836-443-6,192.168.20.133,51836,173.194.129.230,443,6,28/03/2025 08:25:58 AM,5746428,11,8,115.0,210.0,42.0,0.0,10.454545454545455,18.129333337790644,42.0,0.0,26.25,21.737065119284157,56.55687324369156,3.3064018204004295,319246.0,1326079.5748146444,5632539.0,7.0,5746428.0,574642.8,1777233.616629495,5632539.0,15.0,62327.0,8903.857142857143,10418.25953840294,22771.0,15.0,0,0,0,0,240,164,1.9142326328634067,1.392169187537023,0.0,42.0,16.25,20.555124857191622,422.5131578947368,1,2,0,8,18,0,0,0,0.0,17.105263157894736,10.454545454545455,26.25,0,0,0,0,7,4783,0,6,0,11,29200,64240,3,20,0,0,0,0,1.743150358834816E15,1417188.1409303304,1.743150364148213E15,1.743150358448208E15,No Label
173.194.129.230-192.168.20.133-443-51834-6,173.194.129.230,443,192.168.20.133,51834,6,28/03/2025 08:26:04 AM,165,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,18181.81818181818,82.5,51.61879502661797,119.0,46.0,165.0,82.5,51.61879502661797,119.0,46.0,0,0,0,0,0,0,0,0,0,60,0,18181.81818181818,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
173.194.129.230-192.168.20.133-443-51836-6,173.194.129.230,443,192.168.20.133,51836,6,28/03/2025 08:26:04 AM,90,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,33333.33333333333,45.0,24.041630560342615,62.0,28.0,90.0,45.0,24.041630560342615,62.0,28.0,0,0,0,0,0,0,0,0,0,60,0,33333.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64240,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-74.125.166.172-38726-443-6,192.168.20.133,38726,74.125.166.172,443,6,28/03/2025 08:26:05 AM,567266,12,6,157.0,84.0,42.0,0.0,13.083333333333332,19.537648194439804,42.0,0.0,14.0,21.688706738761535,424.8447818131176,31.731145529610444,33368.588235294126,57007.891832029294,148002.0,38.0,567266.0,51569.63636363636,72642.65036777324,173842.0,62.0,273319.0,54663.8,74574.49659032235,140384.0,38.0,0,0,0,0,260,124,21.154097019740295,10.577048509870147,0.0,42.0,12.68421052631579,19.327736636988096,373.56140350877195,1,2,0,6,17,0,0,0,0.0,13.38888888888889,13.083333333333334,14.0,0,0,0,0,6,575,0,8,0,4,29200,64240,4,20,0,0,0,0,1.743150365374256E15,151631.0368797569,1.743150365640306E15,1.743150365075634E15,No Label
192.168.20.133-74.125.193.155-48122-443-6,192.168.20.133,48122,74.125.193.155,443,6,28/03/2025 08:26:08 AM,153673,9,5,157.0,42.0,42.0,0.0,17.444444444444443,20.958954596491157,42.0,0.0,8.4,18.782971010998235,1294.9574746377048,91.10253590416013,11821.0,32344.90877247917,113020.0,24.0,153673.0,19209.125,40398.651499550615,113020.0,24.0,153311.0,38327.75,76492.84351874581,153067.0,30.0,0,0,0,0,200,104,58.565915938388656,32.53661996577147,0.0,42.0,13.266666666666667,19.597618902985808,384.06666666666666,1,2,0,5,13,0,0,0,0.0,14.214285714285714,17.444444444444443,8.4,0,0,0,0,5,1298,0,11,0,3,29200,64240,4,20,0,0,0,0,1.7431503684256508E15,53460.2056771183,1.743150368547342E15,1.74315036839385E15,No Label
192.168.20.133-31.13.73.22-33310-443-6,192.168.20.133,33310,31.13.73.22,443,6,28/03/2025 08:26:14 AM,64075,3,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.426843542723375,21358.333333333332,36574.26232110954,63590.0,39.0,64075.0,32037.5,44621.973426777084,63590.0,485.0,0,0,0,0,0,0,0,0,0,80,24,46.820132657042535,15.606710885680844,0.0,0.0,0.0,0.0,0.0,1,2,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,29200,64240,0,20,0,0,0,0,1.74315037407898E15,0.0,1.74315037407898E15,1.74315037407898E15,No Label
31.13.73.22-192.168.20.133-443-33310-6,31.13.73.22,443,192.168.20.133,33310,6,28/03/2025 08:26:14 AM,17,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,117647.05882352941,17.0,0.0,17.0,17.0,17.0,17.0,0.0,17.0,17.0,0,0,0,0,0,0,0,0,0,40,0,117647.05882352941,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,64239,0,0,20,0,0,0,0,0,0,0,0,No Label
192.168.20.133-31.13.73.22-33308-443-6,192.168.20.133,33308,31.13.73.22,443,6,28/03/2025 08:26:14 AM,131528,7,6,126.0,84.0,42.0,0.0,18.0,22.44994432064365,42.0,0.0,14.0,21.688706738761535,1596.618210571133,98.838270178213,10960.666666666666,21025.91752763213,63643.0,15.0,126015.0,21002.5,27001.40391720401,63643.0,149.0,117650.0,23529.999999999996,29091.398874925213,63770.0,2363.0,0,0,0,0,160,124,53.22060701903777,45.61766315917523,0.0,42.0,15.000000000000002,20.884296640151568,436.15384615384613,1,2,0,5,12,0,0,0,0.0,16.153846153846153,18.0,14.0,0,0,0,0,5,3892,0,9,0,6,29200,64240,3,20,0,0,0,0,1.7431503741526558E15,47632.464053247095,1.743150374193679E15,1.74315037406546E15,No Label
192.168.20.133-31.13.73.35-60012-443-6,192.168.20.133,60012,31.13.73.35,443,6,28/03/2025 08:26:14 AM,118666,6,6,126.0,84.0,42.0,0.0,21.0,23.004347415216976,42.0,0.0,14.0,21.688706738761535,1769.672863330693,101.12416361889674,10787.818181818182,25051.504768449267,84601.0,12.0,114143.0,22828.6,35224.8979459132,84601.0,497.0,118181.0,23636.2,35501.43744554578,84736.0,2172.0,0,0,0,0,140,124,50.56208180944837,50.56208180944837,0.0,42.0,16.153846153846153,21.267526708757,452.3076923076923,1,2,0,5,11,0,0,0,1.0,17.5,21.0,14.0,0,0,0,0,5,6255,0,10,0,7,29200,64240,3,20,0,0,0,0,1.7431503741817548E15,45509.94063888578,1.743150374216991E15,1.743150374103303E15,No Label
