src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.200.4,99.86.122.59,49806,443,6,2020-02-04 12:24:08,118.170105,19.429618007024704,0.1353980348921582,0.0676990174460791,0.0676990174460791,8,8,750,1546,234,54,93.75,57.1265043565594,1006,60,193.25,307.74817221228136,1006,54,143.5,226.85072184147882,51461.25,160,160,20,4,7.878006999999998,58.544518,1.5e-05,19.834525881741037,118.17010499999999,58.544518,0.004813,16.88144357142857,26.287397520105515,118.167998,58.546137,0.002725,16.881142571428573,26.288855450369624,4,4,0,0,0,0,0,8,16,0,0,1.0,143.5,39420,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.75,193.25,0,8,8,750,1546
192.168.200.4,99.86.122.61,55824,443,6,2020-02-04 12:24:13,121.658914,8.56492932363345,0.1068561239992657,0.057537912922681525,0.04931821107658416,7,6,562,480,100,54,80.28571428571429,22.764096328048105,100,60,80.0,20.0,100,54,80.15384615384616,21.53296633195841,463.6686390532544,140,120,20,4,10.138242833333335,59.050196,1.6e-05,21.87279378160545,121.658914,59.050196,0.004363,20.27648566666667,27.40931019248677,118.004266,59.051674,0.002672,23.6008532,28.901517135233792,4,3,0,0,0,0,0,7,13,0,0,0.8571428571428571,80.15384615384616,36500,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.28571428571429,80.0,0,7,6,562,480
192.168.200.4,209.85.202.136,57710,80,6,2020-02-04 12:24:20,113.555434,20.051880564341815,0.2641881497278237,0.14090034652150596,0.12328780320631771,16,14,1243,1034,413,54,77.6875,86.71196482464228,254,60,73.85714285714286,49.96263910285812,413,54,75.9,71.9631155523439,5178.689999999999,320,280,20,1,3.9157046206896555,10.241833,1.9e-05,4.936387342115824,113.554069,10.244406,0.000459,7.570271266666667,4.41255270074883,113.550162,11.125407,0.002598,8.734627846153845,3.726451920813351,1,1,0,0,0,2,0,2,29,0,0,0.875,75.9,29200,64240,0,0,0,0,10.103368,9.218047,9.660707500000001,0.4426604999999997,0,0,0,0,0,0,77.6875,73.85714285714286,0,16,14,1243,1034
192.168.200.4,74.125.193.94,52802,80,6,2020-02-04 12:24:20,111.168299,73.4741834990207,0.395796287213138,0.20689351377050394,0.18890277344263404,23,21,3430,4738,488,54,149.1304347826087,178.43530171972964,756,60,225.61904761904762,296.26845551362084,756,54,185.63636363636363,244.93961138031653,59995.413223140495,460,420,20,5,2.5853092790697674,10.243251,2e-05,4.279744038288632,111.166043,10.244506,0.000243,5.053001954545454,4.8315766739194554,111.164287,11.069886,0.002754,5.55821435,4.888687558373845,5,5,0,0,0,2,0,10,43,0,0,0.9130434782608695,185.63636363636363,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149.1304347826087,225.61904761904762,0,23,21,3430,4738
192.168.200.4,74.125.193.94,52806,80,6,2020-02-04 12:24:20,110.378186,61.69697334942612,0.36239044551792143,0.19025498389690876,0.17213546162101268,21,19,2888,3922,488,54,137.52380952380952,169.81632067160066,756,60,206.42105263157896,283.5432419986456,756,54,170.25,233.47791651460315,54511.9375,420,380,20,4,2.8302098974358976,10.239251,1.6e-05,4.432472031951065,110.37687,10.240467,0.000495,5.5188435,4.84643299062053,110.371621,11.079829,0.002793,6.131756722222222,4.849024611194226,4,4,0,0,0,2,0,8,39,0,0,0.9047619047619048,170.25,29200,64240,0,0,0,0,9.214787,5.673511,7.4441489999999995,1.7706379999999995,0,0,0,0,0,0,137.52380952380952,206.42105263157896,0,21,19,2888,3922
192.168.200.4,209.85.203.136,49892,443,6,2020-02-04 12:24:20,111.647345,7254.565704182218,7.9446582451199355,3.188611426451744,4.7560468186681915,356,531,177785,632168,8814,54,499.39606741573033,1139.1114553621799,52839,60,1190.523540489642,3847.531080713206,52839,54,913.1375422773393,3081.8211312514563,9497621.485028006,7120,10620,20,237,0.12601157336343113,9.507579,-0.000165,0.7486806676743812,111.646076,9.50917,2e-06,0.31449598873239437,1.157949214957715,111.643258,9.509909,0.0,0.21064765660377363,0.9591685032110271,227,237,0,0,0,2,0,464,886,0,0,1.4915730337078652,913.1375422773393,29200,64240,5.304351,1.212395,3.706952333333333,1.7869333565945378,5.734878,5.109662,5.4875490000000005,0.2714256254016313,11915.0,4.0,27268.904761904763,10.904761904761905,17111057.92245093346098611776,378544.2644277582513034114444,499.39606741573033,1190.523540489642,0,356,531,177785,632168
192.168.200.4,74.125.193.94,52830,80,6,2020-02-04 12:24:21,109.850144,49.64945699115333,0.327719188060418,0.17296290480966506,0.15475628325075294,19,17,2347,3107,488,54,123.52631578947368,157.7400821541739,756,60,182.76470588235293,265.2021491820831,756,54,151.5,217.2996522981316,47219.13888888889,380,340,20,3,3.1385755428571427,10.242393,2.1e-05,4.535288267248639,109.848718,10.243877,0.002234,6.102706555555555,4.68204806969989,109.842856,11.032074,0.00827,6.8651785,4.551369624481596,3,3,0,0,0,2,0,6,35,0,0,0.8947368421052632,151.5,29200,64240,8.982418,3.376398,6.179408,2.8030099999999996,9.214024,6.630183,7.9221035,1.2919205000000002,0,0,0,0,0,0,123.52631578947368,182.76470588235293,0,19,17,2347,3107
192.168.200.4,74.125.193.94,52832,80,6,2020-02-04 12:24:21,110.360566,49.92725390697978,0.3352646814080312,0.1812241521124493,0.1540405292955819,20,17,2402,3108,488,54,120.1,154.60979917198006,756,60,182.8235294117647,265.32914859363945,756,54,148.9189189189189,215.04422906203578,46244.020452885314,400,340,20,3,3.065571277777778,10.24308,2.8e-05,4.485824255277622,110.359381,10.244285,0.001999,5.808388473684211,4.712873610244507,110.353077,11.244012,0.008206,6.8970673125,4.633585562019665,3,3,0,0,0,2,0,6,36,0,0,0.85,148.9189189189189,29200,64240,9.092884,2.929965,6.553165,2.6300622246328444,9.218996,7.289048,8.012743666666667,0.8586114849314693,0,0,0,0,0,0,120.1,182.8235294117647,0,20,17,2402,3108
192.168.200.4,74.125.193.94,52834,80,6,2020-02-04 12:24:21,104.473002,51.09454019517885,0.32544293117948314,0.17229331650678517,0.15314961467269794,18,16,2292,3046,488,54,127.33333333333333,161.06140995836893,756,60,190.375,271.39728144364307,756,54,157.0,222.228155149559,49385.35294117647,360,320,20,3,3.165848545454545,10.242227,8e-06,4.560190157163704,104.471475,10.244254,0.000445,6.145380882352941,4.698102359039544,104.456426,11.21175,0.002199,6.963761733333333,4.551646849855562,3,3,0,0,0,2,0,6,33,0,0,0.8888888888888888,157.0,29200,64240,7.027698,2.948342,4.98802,2.0396780000000003,9.214648,5.103253,7.1589504999999996,2.0556975000000004,0,0,0,0,0,0,127.33333333333333,190.375,0,18,16,2292,3046
192.168.200.4,74.125.193.156,54498,443,6,2020-02-04 12:24:22,113.822137,356.31908756026957,1.3002743042858174,0.5447095058494641,0.7555647984363534,62,86,20642,19915,1879,54,332.93548387096774,425.4438240832417,2881,60,231.56976744186048,467.7527059993489,2881,54,274.0337837837838,453.28003419431184,205462.7893991965,1240,1720,20,46,0.774300068027211,58.244142,-2.7e-05,5.061153514180991,113.820973,58.245279,4.4e-05,1.8659175901639347,7.726373622251535,113.81788399999999,58.245695,1e-06,1.3390339294117648,6.599061515648083,46,37,0,0,0,2,0,83,147,0,0,1.3870967741935485,274.0337837837838,29200,64240,12.146654,5.67293,8.909792,3.236862,54.916084,6.747516,19.0159315,20.72837278028656,0,0,1614.8,4.6,0,36717.69125123923344884353370,332.93548387096774,231.56976744186048,0,62,86,20642,19915
192.168.200.4,74.125.193.94,43076,443,6,2020-02-04 12:24:24,111.097556,81.40593119798243,0.32403953152668813,0.1530186676653805,0.17102086386130763,17,19,3371,5673,944,54,198.2941176470588,228.08016256052,3025,60,298.57894736842104,661.2993044628903,3025,54,251.22222222222223,507.81673811146953,257877.83950617284,340,380,20,11,3.1742158857142853,58.591324,1.6e-05,11.272540412770464,111.097556,58.592573,0.000268,6.94359725,15.86852746089129,111.049736,58.592874,0.000151,6.169429777777777,15.120554355134741,11,7,0,0,0,2,0,18,35,0,0,1.1176470588235294,251.22222222222223,29200,64240,0,0,0,0,35.401772,28.797909,32.0998405,3.3019315000000002,0,0,0,0,0,0,198.2941176470588,298.57894736842104,0,17,19,3371,5673
192.168.200.4,74.125.193.99,58592,443,6,2020-02-04 12:24:24,111.09149,138.05737955265522,0.4230747107631737,0.1980349709955281,0.22503973976764557,22,25,3240,12097,605,54,147.27272727272728,134.5640036353711,2654,60,483.88,750.6881813376309,2654,54,326.3191489361702,580.0327615979422,336438.0045269352,440,500,20,13,2.4150318695652175,58.66924,-2.4e-05,9.56744154642454,111.09149000000001,58.671266,1.9e-05,5.290070952380953,13.613141141763144,111.045091,58.670732,2e-06,4.626878791666667,12.854179071934597,13,11,0,0,0,2,0,24,46,0,0,1.1363636363636365,326.3191489361702,29200,64240,0,0,0,0,35.084059,8.211137,18.470197000000002,11.855409891660544,0,0,5814.0,5.0,0,1388583.711487938858371148794,147.27272727272728,483.88,0,22,25,3240,12097
192.168.200.4,31.13.73.18,40706,443,6,2020-02-04 12:24:46,90.100619,418.509888372687,3.76246027788111,1.797989867306017,1.9644704105750928,162,177,18689,19019,925,54,115.3641975308642,122.90113241062035,3123,60,107.45197740112994,238.0422010941329,3123,54,111.2330383480826,191.8839880426963,36819.46486716961,3240,3540,20,96,0.26656987869822485,10.8842,2e-06,1.2703588179495289,90.100619,10.8842,0.000176,0.5596311739130434,1.7957678344819643,90.096717,10.885705,2e-06,0.5119131647727273,1.7276560439797377,96,80,0,0,0,2,0,176,338,0,0,1.0925925925925926,111.2330383480826,29200,64240,8.080755,3.913798,5.9972765,2.0834785,8.974344,6.076813,7.5255785,1.4487655000000004,0,0,334.3636363636364,6.363636363636363,0,1664.798784760256301159293814,115.3641975308642,107.45197740112994,0,162,177,18689,19019
192.168.200.4,209.85.202.136,59100,443,6,2020-02-04 12:24:20,117.203693,53.24064319372599,0.21330385894922269,0.1109180066535958,0.1023858522956269,13,12,1325,4915,244,54,101.92307692307692,63.75730611341917,3788,60,409.5833333333333,1023.1377765101931,3788,54,249.6,726.7798015905505,528208.88,260,240,20,6,4.8834872083333325,58.946802,1e-06,16.170268266756217,117.203693,58.946802,0.00016,9.766974416666667,21.80041965404555,117.19963399999999,58.948341,1e-06,10.65451218181818,22.561977247732077,6,5,0,0,0,2,0,11,24,0,0,0.9230769230769231,249.6,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.92307692307692,409.5833333333333,0,13,12,1325,4915
192.168.200.4,74.125.193.100,46672,443,6,2020-02-04 12:24:20,117.680213,53.48392766760203,0.22093773742574718,0.11046886871287359,0.11046886871287359,13,13,1325,4969,244,54,101.92307692307692,63.75730611341917,2654,60,382.2307692307692,722.2637653555397,2654,54,242.07692307692307,531.5148831461987,282508.0710059172,260,260,20,6,4.7072071200000005,58.946115,-3.5e-05,15.951622057465489,117.68021300000001,58.946115,1.7e-05,9.806684416666666,21.91127691296225,117.67603899999999,58.947689,3e-06,9.806336583333334,21.922224562966168,6,6,0,0,0,2,0,12,25,0,0,1.0,242.07692307692307,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101.92307692307692,382.2307692307692,0,13,13,1325,4969
192.168.200.4,74.125.193.94,43046,443,6,2020-02-04 12:24:20,120.300413,58.17935138759665,0.24106317905990896,0.12468785123788394,0.116375327822025,15,14,1760,5239,331,54,117.33333333333333,82.83128770109892,2654,60,374.2142857142857,697.4515014958212,2654,54,241.3448275862069,504.83519167061655,254858.57074910816,300,280,20,8,4.296443321428572,58.803891,8e-06,15.095565391759848,120.300413,58.805148,0.000187,8.592886642857144,20.465723312485057,61.65043,58.805283,0.00021,4.74234076923077,15.61753223649749,8,6,0,0,0,2,0,14,28,0,0,0.9333333333333333,241.3448275862069,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117.33333333333333,374.2142857142857,0,15,14,1760,5239
192.168.200.4,74.125.193.95,57152,443,6,2020-02-04 12:24:21,117.186711,48.17099099231482,0.23040155124756423,0.11946747101725554,0.11093408023030871,14,13,1388,4257,253,54,99.14285714285714,64.18261574028675,1776,60,327.46153846153845,542.0315936554898,1776,54,209.07407407407408,395.7384027383752,156608.88340192047,280,260,20,6,4.507181192307692,58.945999,1e-06,15.588846873009253,117.186711,58.945999,0.000348,9.014362384615385,21.1043827912249,117.18191800000001,58.947625,1e-06,9.765159833333334,21.799580576293902,6,6,0,0,0,2,0,12,26,0,0,0.9285714285714286,209.07407407407408,29200,64240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.14285714285714,327.46153846153845,0,14,13,1388,4257
192.168.200.4,31.13.73.35,59990,443,6,2020-02-04 12:24:43,93.770602,10941.030324194784,13.074460159699093,6.036006892650642,7.038453267048451,566,660,187812,838135,7354,54,331.8233215547703,883.5600194708572,23454,60,1269.9015151515152,1990.0346900427292,23454,54,836.8246329526917,1646.5279682288844,2711054.3501599384,11320,13200,20,161,0.07654541469387754,10.408505,-0.000194,0.6212492593973253,93.770602,10.408505,1e-06,0.16596566725663717,0.9066439894592979,93.766842,10.409972,0.0,0.1422865584218513,0.8419442417265267,154,457,0,0,0,2,0,611,1225,0,0,1.1660777385159011,836.8246329526917,29200,64240,6.338497,1.170674,4.105795666666666,2.167432333944528,7.850332,6.266367,6.794847999999999,0.7463401377446255,12495.5,4.0,11983.553846153845,8.923076923076923,30218863.36154776299879081016,103497.6673758014305734212251,331.8233215547703,1269.9015151515152,0,566,660,187812,838135
192.168.200.4,74.125.193.119,52874,443,6,2020-02-04 12:24:20,122.696806,6206.363676655121,3.586075419110747,1.426279996237229,2.159795422873518,175,265,13955,747546,257,54,79.74285714285715,55.10765715897402,59882,60,2820.9283018867923,4978.107188835796,59882,54,1730.6840909090909,4089.7908723731707,16726389.3797469,3500,5300,20,40,0.27948722551252847,58.401249,-0.000106,3.1630083916068723,122.696806,58.402203,1e-06,0.7051540574712644,4.99433786746236,64.291755,25.316178,0.0,0.243529375,1.9464206839283245,40,223,0,0,0,2,0,263,439,0,0,1.5142857142857142,1730.6840909090909,29200,64240,18.155043,3.383412,10.150636333333333,6.093616096346204,51.317269,8.837909,27.362111333333335,17.7622345324173,0,0,55222.230769230766,18.153846153846153,0,3130279.893780768040045871360,79.74285714285715,2820.9283018867923,0,175,265,13955,747546
192.168.200.4,209.85.202.132,56770,443,6,2020-02-04 12:24:21,122.174533,959.9709294571235,0.9822014216334267,0.4665456752758777,0.515655746357549,57,63,5407,111877,291,54,94.85964912280701,61.47469557767743,11065,60,1775.8253968253969,2100.743470356124,11065,54,977.3666666666667,1738.7726031760324,3023330.165555556,1140,1260,20,23,1.0266742941176472,58.381756,-6.2e-05,6.276330550324567,122.174533,58.383843,4e-06,2.1816880892857142,9.010909890505511,63.788514,33.246323,1e-06,1.028847,4.647732916748167,23,40,0,0,0,2,0,63,119,0,0,1.105263157894737,977.3666666666667,29200,64240,26.100998,4.624911,15.3629545,10.7380435,51.238197,28.619646,39.9289215,11.3092755,0,0,15727.5,6.333333333333333,0,227296.8142556399670490073754,94.85964912280701,1775.8253968253969,0,57,63,5407,111877
192.168.200.4,74.125.193.94,43070,443,6,2020-02-04 12:24:21,125.923155,329.90755353929944,0.38118485833681665,0.19059242916840832,0.19059242916840832,24,24,2543,39000,334,54,105.95833333333333,72.16097696970449,9291,60,1625.0,2504.720959175559,9291,54,865.4791666666666,1927.7678909123472,3716289.0412326395,480,480,20,12,2.679213297872341,58.309738,-9.3e-05,11.734133004256302,125.92315500000001,58.309738,1e-05,5.474919782608696,16.31159850373569,67.565672,58.076892,2e-06,2.9376379130434787,11.815070430942523,12,12,0,0,0,2,0,24,47,0,0,1.0,865.4791666666666,29200,64240,0,0,0,0,0,0,0,0,0,0,10261.0,5.0,0,2443095.238095238095238095238,105.95833333333333,1625.0,0,24,24,2543,39000
192.168.200.4,74.125.193.132,35632,443,6,2020-02-04 12:24:27,118.140216,270.8307220294908,0.3978323520248177,0.20314843507650265,0.19468391694831505,24,23,2413,29583,269,54,100.54166666666667,69.7065152183703,8841,60,1286.2173913043478,2163.0017177528753,8841,54,680.7659574468086,1625.8213140514806,2643294.9452240835,480,460,20,10,2.5682651086956523,58.784864,-1.1e-05,11.935530364915348,118.140216,58.786048,3e-06,5.136531130434783,16.484172840940424,118.134964,58.786148,1e-06,5.36977109090909,16.824374638892518,10,12,0,0,0,2,0,22,46,0,0,0.9583333333333334,680.7659574468086,29200,64240,0,0,0,0,0,0,0,0,0,0,16053.0,8.0,0,2447103.658536585365853658537,100.54166666666667,1286.2173913043478,0,24,23,2413,29583
